species,block,street,trap,nummosquitos,wnvpresent,latitude,longitude,year,month,day
CULEX RESTUANS,77, S EBERHART AVE,T080,11,0,41.754676,-87.612922,2013,8,15
CULEX PIPIENS,77, S EBERHART AVE,T080,23,0,41.754676,-87.612922,2013,8,15
CULEX PIPIENS,50, S UNION AVE,T082,10,0,41.803423,-87.642984,2013,8,15
CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,3,0,41.754292,-87.590773,2013,8,15
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,40,0,41.798697,-87.736812,2013,8,15
CULEX RESTUANS,52, S KOLMAR,T114,6,0,41.798697,-87.736812,2013,8,15
CULEX PIPIENS,52, S KOLMAR,T114,11,0,41.798697,-87.736812,2013,8,15
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,3,0,41.82561,-87.726549,2013,8,15
CULEX PIPIENS,12, S DOTY AVE,T115,5,0,41.673408,-87.599862,2013,8,15
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,7,0,41.726465,-87.585413,2013,8,15
CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,10,0,41.740641,-87.546587,2013,8,15
CULEX RESTUANS,13, S BRANDON,T209,11,0,41.740641,-87.546587,2013,8,15
CULEX PIPIENS,13, S BRANDON,T209,27,0,41.740641,-87.546587,2013,8,15
CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,7,0,41.704572,-87.565666,2013,8,15
CULEX PIPIENS,24, E 105TH ST,T128,39,0,41.704572,-87.565666,2013,8,15
CULEX PIPIENS,89, S MUSKEGON AVE,T099,3,0,41.733643,-87.55551,2013,8,15
CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,4,0,41.750498,-87.605294,2013,8,15
CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,2,0,41.984809,-87.728492,2013,8,15
CULEX PIPIENS,58, N PULASKI RD,T027,7,0,41.984809,-87.728492,2013,8,15
CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,23,0,41.659112,-87.538693,2013,8,15
CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,26,0,41.992478,-87.862995,2013,8,15
CULEX RESTUANS,91, W HIGGINS RD,T009,2,0,41.992478,-87.862995,2013,8,15
CULEX PIPIENS,91, W HIGGINS RD,T009,5,0,41.992478,-87.862995,2013,8,15
CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,83,1,41.974689,-87.890615,2013,8,15
CULEX RESTUANS,10, W OHARE AIRPORT,T900,44,0,41.974689,-87.890615,2013,8,15
CULEX PIPIENS,10, W OHARE AIRPORT,T900,24,0,41.974689,-87.890615,2013,8,15
CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,2,0,41.925198,-87.746381,2013,8,15
CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,13,1,41.973845,-87.805059,2013,8,15
CULEX RESTUANS,51, N MONT CLARE AVE,T223,2,0,41.973845,-87.805059,2013,8,15
CULEX PIPIENS,51, N MONT CLARE AVE,T223,2,0,41.973845,-87.805059,2013,8,15
CULEX PIPIENS,82, S KOSTNER AVE,T225,21,0,41.743402,-87.731435,2013,8,15
CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,40,1,41.728495,-87.600963,2013,8,15
CULEX RESTUANS,65, E 91ST PL,T227,23,0,41.728495,-87.600963,2013,8,15
CULEX PIPIENS,65, E 91ST PL,T227,11,0,41.728495,-87.600963,2013,8,15
CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,26,0,41.947227,-87.671457,2013,8,15
CULEX RESTUANS,17, W ADDISON ST,T224,3,0,41.947227,-87.671457,2013,8,15
CULEX PIPIENS,17, W ADDISON ST,T224,1,0,41.947227,-87.671457,2013,8,15
CULEX PIPIENS,90, W GARFIELD BLVD,T226,12,1,41.793818,-87.654234,2013,8,15
CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,15,1,41.904194,-87.756155,2013,8,15
CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,6,0,41.951866,-87.725057,2013,8,15
CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,4,0,41.951866,-87.725057,2013,8,15
CULEX PIPIENS,39, N SPRINGFIELD AVE,T228,1,0,41.951866,-87.725057,2013,8,15
CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,18,0,41.763733,-87.742302,2013,8,15
CULEX RESTUANS,58, N RIDGE AVE,T231,7,0,41.98728,-87.666066,2013,8,15
CULEX PIPIENS,58, N RIDGE AVE,T231,13,0,41.98728,-87.666066,2013,8,15
CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,5,0,41.912563,-87.668055,2013,8,15
CULEX RESTUANS,17, N ASHLAND AVE,T232,4,0,41.912563,-87.668055,2013,8,15
CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,11,0,42.009876,-87.807277,2013,8,15
CULEX PIPIENS,71, N HARLEM AVE,T233,23,0,42.009876,-87.807277,2013,8,15
CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,34,1,41.776428,-87.627096,2013,8,15
CULEX RESTUANS,42, W 65TH ST,T235,7,1,41.776428,-87.627096,2013,8,15
CULEX PIPIENS,42, W 65TH ST,T235,3,0,41.776428,-87.627096,2013,8,15
CULEX PIPIENS/RESTUANS,62, N MCCLELLAN AVE,T236,17,0,41.994679,-87.770899,2013,8,15
CULEX RESTUANS,62, N MCCLELLAN AVE,T236,1,0,41.994679,-87.770899,2013,8,15
CULEX PIPIENS,62, N MCCLELLAN AVE,T236,2,0,41.994679,-87.770899,2013,8,15
CULEX PIPIENS/RESTUANS,21, N CANNON DR,T054C,15,0,41.925652,-87.63359,2013,8,15
CULEX PIPIENS,21, N CANNON DR,T054C,45,1,41.925652,-87.63359,2013,8,15
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,34,1,41.95469,-87.800991,2013,8,22
CULEX PIPIENS,41, N OAK PARK AVE,T002,12,1,41.95469,-87.800991,2013,8,22
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,19,0,41.891118,-87.654491,2013,8,22
CULEX RESTUANS,25, W GRAND AVE,T046,2,0,41.891118,-87.654491,2013,8,22
CULEX PIPIENS,25, W GRAND AVE,T046,3,0,41.891118,-87.654491,2013,8,22
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,58,1,41.867108,-87.654224,2013,8,22
CULEX RESTUANS,11, W ROOSEVELT,T048,5,0,41.867108,-87.654224,2013,8,22
CULEX PIPIENS,11, W ROOSEVELT,T048,14,0,41.867108,-87.654224,2013,8,22
CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2013,8,22
CULEX RESTUANS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2013,8,22
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,11,0,41.921965,-87.632085,2013,8,22
CULEX RESTUANS,22, N CANNON DR,T054,4,0,41.921965,-87.632085,2013,8,22
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,3,0,41.720848,-87.666014,2013,8,22
CULEX RESTUANS,17, W 95TH ST,T094,1,0,41.720848,-87.666014,2013,8,22
CULEX PIPIENS,17, W 95TH ST,T094,5,0,41.720848,-87.666014,2013,8,22
CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,28,0,41.732984,-87.649642,2013,8,22
CULEX PIPIENS,89, S CARPENTER ST,T159,21,0,41.732984,-87.649642,2013,8,22
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,3,0,41.944869,-87.832763,2013,8,22
CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,7,1,41.986921,-87.689778,2013,8,22
CULEX PIPIENS,58, N WESTERN AVE,T028,7,1,41.986921,-87.689778,2013,8,22
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,16,0,41.801498,-87.763416,2013,8,22
CULEX RESTUANS,50, S CENTRAL AVE,T031,6,0,41.801498,-87.763416,2013,8,22
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,16,1,41.906638,-87.701431,2013,8,22
CULEX RESTUANS,14, N HUMBOLDT DR,T033,2,0,41.906638,-87.701431,2013,8,22
CULEX PIPIENS,14, N HUMBOLDT DR,T033,9,0,41.906638,-87.701431,2013,8,22
CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,6,0,41.723195,-87.64997,2013,8,22
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,24,0,41.868077,-87.666901,2013,8,22
CULEX RESTUANS,11, S ASHLAND AVE,T090,18,0,41.868077,-87.666901,2013,8,22
CULEX PIPIENS,11, S ASHLAND AVE,T090,7,0,41.868077,-87.666901,2013,8,22
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,7,0,41.662014,-87.724608,2013,8,22
CULEX RESTUANS,42, W 127TH PL,T135,5,0,41.662014,-87.724608,2013,8,22
CULEX PIPIENS,42, W 127TH PL,T135,5,0,41.662014,-87.724608,2013,8,22
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,8,0,41.878114,-87.629798,2013,8,22
CULEX PIPIENS,28, N FRANCISCO AVE,T147,8,0,41.932094,-87.700117,2013,8,22
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,8,0,41.916265,-87.800515,2013,8,22
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,3,0,41.916265,-87.800515,2013,8,22
CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,10,0,41.916265,-87.800515,2013,8,22
CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,15,0,41.846075,-87.716277,2013,8,22
CULEX RESTUANS,25, S MILLARD AVE,T152,3,1,41.846075,-87.716277,2013,8,22
CULEX PIPIENS,25, S MILLARD AVE,T152,4,0,41.846075,-87.716277,2013,8,22
CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41,0,41.682587,-87.707973,2013,8,22
CULEX RESTUANS,35, W 116TH ST,T158,4,0,41.682587,-87.707973,2013,8,22
CULEX PIPIENS,35, W 116TH ST,T158,19,0,41.682587,-87.707973,2013,8,22
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,4,1,41.963976,-87.69181,2013,8,22
CULEX PIPIENS,46, N MILWAUKEE AVE,T003,23,1,41.964242,-87.757639,2013,8,22
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,60,0,42.008314,-87.777921,2013,8,22
CULEX PIPIENS,70, N MOSELL AVE,T008,64,0,42.008314,-87.777921,2013,8,22
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,5,1,41.991429,-87.747113,2013,8,22
CULEX PIPIENS,61, N LEMONT AVE,T012,7,0,41.991429,-87.747113,2013,8,22
CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,1,0,41.857402,-87.694991,2013,8,22
CULEX PIPIENS,30, W 18TH ST,T043,1,0,41.857402,-87.694991,2013,8,22
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,13,1,41.868142,-87.696269,2013,8,22
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,9,0,41.923738,-87.785288,2013,8,22
CULEX RESTUANS,61, W FULLERTON AVE,T013,3,0,41.923738,-87.785288,2013,8,22
CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,2,0,42.010412,-87.66214,2013,8,22
CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,30,0,41.89923,-87.716788,2013,8,22
CULEX RESTUANS,10, N CENTRAL PARK DR,T030,6,0,41.89923,-87.716788,2013,8,22
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,47,1,41.89923,-87.716788,2013,8,22
CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,5,0,41.960616,-87.777189,2013,8,22
CULEX PIPIENS,60, W MONTROSE DR,T017,4,0,41.960616,-87.777189,2013,8,22
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,8,0,41.704336,-87.703736,2013,8,22
CULEX RESTUANS,33, W 104TH ST,T095,3,0,41.704336,-87.703736,2013,8,22
CULEX PIPIENS,33, W 104TH ST,T095,7,0,41.704336,-87.703736,2013,8,22
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,4,0,41.911824,-87.726737,2013,8,22
CULEX PIPIENS,17, N PULASKI RD,T039,5,0,41.911824,-87.726737,2013,8,22
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,3,0,41.801179,-87.679447,2013,8,22
CULEX RESTUANS,22, W 51ST ST,T061,1,1,41.801179,-87.679447,2013,8,22
CULEX PIPIENS,22, W 51ST ST,T061,4,0,41.801179,-87.679447,2013,8,22
CULEX RESTUANS,35, W 51ST ST,T062,4,0,41.800737,-87.71188,2013,8,22
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,2,0,41.778297,-87.752411,2013,8,22
CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,30,0,41.77166,-87.703047,2013,8,22
CULEX RESTUANS,67, S KEDZIE AVE,T066,4,1,41.77166,-87.703047,2013,8,22
CULEX PIPIENS,67, S KEDZIE AVE,T066,14,1,41.77166,-87.703047,2013,8,22
CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,8,0,41.768388,-87.678649,2013,8,22
CULEX RESTUANS,22, W 69TH ST,T069,2,0,41.768388,-87.678649,2013,8,22
CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,5,0,41.773215,-87.60088,2013,8,22
CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,9,0,41.822536,-87.666343,2013,8,22
CULEX RESTUANS,39, S ASHLAND AVE,T074,1,0,41.822536,-87.666343,2013,8,22
CULEX PIPIENS,39, S ASHLAND AVE,T074,1,0,41.822536,-87.666343,2013,8,22
CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,2,0,41.778748,-87.586427,2013,8,22
CULEX PIPIENS,64, S STONY ISLAND AVE,T077,1,0,41.778748,-87.586427,2013,8,22
CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,5,0,41.766202,-87.562889,2013,8,22
CULEX PIPIENS,77, S EBERHART AVE,T080,26,0,41.754676,-87.612922,2013,8,22
CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,15,1,41.803423,-87.642984,2013,8,22
CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,9,0,41.754292,-87.590773,2013,8,22
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,11,0,41.798697,-87.736812,2013,8,22
CULEX RESTUANS,52, S KOLMAR,T114,6,0,41.798697,-87.736812,2013,8,22
CULEX PIPIENS,52, S KOLMAR,T114,2,0,41.798697,-87.736812,2013,8,22
CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,4,0,41.776156,-87.778927,2013,8,22
CULEX PIPIENS,63, W 64TH ST,T155,3,0,41.776156,-87.778927,2013,8,22
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,6,1,41.82561,-87.726549,2013,8,22
CULEX RESTUANS,37, S PULASKI RD,T063,4,0,41.82561,-87.726549,2013,8,22
CULEX PIPIENS,37, S PULASKI RD,T063,4,0,41.82561,-87.726549,2013,8,22
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,32,0,41.673408,-87.599862,2013,8,22
CULEX RESTUANS,12, S DOTY AVE,T115,4,0,41.673408,-87.599862,2013,8,22
CULEX PIPIENS,12, S DOTY AVE,T115,8,0,41.673408,-87.599862,2013,8,22
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,3,0,41.726465,-87.585413,2013,8,22
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,4,0,41.726465,-87.585413,2013,8,22
CULEX PIPIENS,10, S STONY ISLAND AVE,T138,3,0,41.726465,-87.585413,2013,8,22
CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,40,0,41.740641,-87.546587,2013,8,22
CULEX PIPIENS,13, S BRANDON,T209,6,0,41.740641,-87.546587,2013,8,22
CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,10,0,41.680946,-87.535198,2013,8,22
CULEX PIPIENS,37, E 118TH ST,T212,9,0,41.680946,-87.535198,2013,8,22
CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,48,0,41.704572,-87.565666,2013,8,22
CULEX PIPIENS,24, E 105TH ST,T128,6,0,41.704572,-87.565666,2013,8,22
CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,5,0,41.733643,-87.55551,2013,8,22
CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,3,0,41.750498,-87.605294,2013,8,22
CULEX PIPIENS,10, S COTTAGE GROVE,T102,11,0,41.750498,-87.605294,2013,8,22
CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,31,1,41.984809,-87.728492,2013,8,22
CULEX RESTUANS,58, N PULASKI RD,T027,6,1,41.984809,-87.728492,2013,8,22
CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,4,0,41.659112,-87.538693,2013,8,22
CULEX RESTUANS,40, E 130TH ST,T221,1,0,41.659112,-87.538693,2013,8,22
CULEX PIPIENS,40, E 130TH ST,T221,15,0,41.659112,-87.538693,2013,8,22
CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,50,0,41.992478,-87.862995,2013,8,22
CULEX RESTUANS,91, W HIGGINS RD,T009,12,0,41.992478,-87.862995,2013,8,22
CULEX PIPIENS,91, W HIGGINS RD,T009,33,0,41.992478,-87.862995,2013,8,22
CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,86,1,41.974689,-87.890615,2013,8,22
CULEX RESTUANS,10, W OHARE AIRPORT,T900,1,0,41.974689,-87.890615,2013,8,22
CULEX PIPIENS,10, W OHARE AIRPORT,T900,142,1,41.974689,-87.890615,2013,8,22
CULEX SALINARIUS,10, W OHARE AIRPORT,T900,1,0,41.974689,-87.890615,2013,8,22
CULEX PIPIENS/RESTUANS,10, W OHARE,T903,2,0,41.957799,-87.930995,2013,8,22
CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,7,0,41.925198,-87.746381,2013,8,22
CULEX PIPIENS,51, N MONT CLARE AVE,T223,21,0,41.973845,-87.805059,2013,8,22
CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,40,0,41.743402,-87.731435,2013,8,22
CULEX RESTUANS,82, S KOSTNER AVE,T225,7,0,41.743402,-87.731435,2013,8,22
CULEX PIPIENS,82, S KOSTNER AVE,T225,21,1,41.743402,-87.731435,2013,8,22
CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,22,1,41.728495,-87.600963,2013,8,22
CULEX RESTUANS,65, E 91ST PL,T227,16,0,41.728495,-87.600963,2013,8,22
CULEX PIPIENS,65, E 91ST PL,T227,5,0,41.728495,-87.600963,2013,8,22
CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,21,0,41.947227,-87.671457,2013,8,22
CULEX PIPIENS,17, W ADDISON ST,T224,7,0,41.947227,-87.671457,2013,8,22
CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,3,0,41.904194,-87.756155,2013,8,22
CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,38,0,41.951866,-87.725057,2013,8,22
CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,6,0,41.951866,-87.725057,2013,8,22
CULEX PIPIENS,39, N SPRINGFIELD AVE,T228,15,1,41.951866,-87.725057,2013,8,22
CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,4,0,41.763733,-87.742302,2013,8,22
CULEX PIPIENS,51, W 72ND ST,T035,1,0,41.763733,-87.742302,2013,8,22
CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,17,0,41.98728,-87.666066,2013,8,22
CULEX PIPIENS,58, N RIDGE AVE,T231,63,1,41.98728,-87.666066,2013,8,22
CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,3,1,41.912563,-87.668055,2013,8,22
CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,13,0,42.009876,-87.807277,2013,8,22
CULEX PIPIENS,71, N HARLEM AVE,T233,66,1,42.009876,-87.807277,2013,8,22
CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,15,1,41.776428,-87.627096,2013,8,22
CULEX PIPIENS,42, W 65TH ST,T235,18,1,41.776428,-87.627096,2013,8,22
CULEX PIPIENS/RESTUANS,62, N MCCLELLAN AVE,T236,5,0,41.994679,-87.770899,2013,8,22
CULEX PIPIENS,62, N MCCLELLAN AVE,T236,43,0,41.994679,-87.770899,2013,8,22
CULEX PIPIENS/RESTUANS,21, N CANNON DR,T054C,11,0,41.925652,-87.63359,2013,8,22
CULEX PIPIENS,21, N CANNON DR,T054C,19,0,41.925652,-87.63359,2013,8,22
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,22,0,41.95469,-87.800991,2013,8,29
CULEX RESTUANS,41, N OAK PARK AVE,T002,13,0,41.95469,-87.800991,2013,8,29
CULEX PIPIENS,41, N OAK PARK AVE,T002,35,1,41.95469,-87.800991,2013,8,29
CULEX PIPIENS,25, W GRAND AVE,T046,14,0,41.891118,-87.654491,2013,8,29
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,33,0,41.867108,-87.654224,2013,8,29
CULEX PIPIENS,11, W CHICAGO,T049,5,0,41.896282,-87.655232,2013,8,29
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,7,0,41.921965,-87.632085,2013,8,29
CULEX RESTUANS,22, N CANNON DR,T054,4,0,41.921965,-87.632085,2013,8,29
CULEX PIPIENS,22, N CANNON DR,T054,1,0,41.921965,-87.632085,2013,8,29
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,1,0,41.720848,-87.666014,2013,8,29
CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,60,1,41.732984,-87.649642,2013,8,29
CULEX PIPIENS,89, S CARPENTER ST,T159,12,0,41.732984,-87.649642,2013,8,29
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,1,0,41.944869,-87.832763,2013,8,29
CULEX PIPIENS,36, N PITTSBURGH AVE,T011,6,0,41.944869,-87.832763,2013,8,29
CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,3,0,41.986921,-87.689778,2013,8,29
CULEX RESTUANS,58, N WESTERN AVE,T028,2,0,41.986921,-87.689778,2013,8,29
CULEX PIPIENS,58, N WESTERN AVE,T028,17,1,41.986921,-87.689778,2013,8,29
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,15,1,41.801498,-87.763416,2013,8,29
CULEX PIPIENS,50, S CENTRAL AVE,T031,9,1,41.801498,-87.763416,2013,8,29
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,15,1,41.906638,-87.701431,2013,8,29
CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,5,1,41.723195,-87.64997,2013,8,29
CULEX PIPIENS,10, S VINCENNES,T089,6,0,41.723195,-87.64997,2013,8,29
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,156,0,41.868077,-87.666901,2013,8,29
CULEX RESTUANS,11, S ASHLAND AVE,T090,12,1,41.868077,-87.666901,2013,8,29
CULEX PIPIENS,11, S ASHLAND AVE,T090,29,0,41.868077,-87.666901,2013,8,29
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,17,0,41.662014,-87.724608,2013,8,29
CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,13,0,41.878114,-87.629798,2013,8,29
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,3,0,41.932094,-87.700117,2013,8,29
CULEX RESTUANS,28, N FRANCISCO AVE,T147,8,0,41.932094,-87.700117,2013,8,29
CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,17,0,41.916265,-87.800515,2013,8,29
CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,4,0,41.846075,-87.716277,2013,8,29
CULEX PIPIENS,25, S MILLARD AVE,T152,3,0,41.846075,-87.716277,2013,8,29
CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,6,0,41.682587,-87.707973,2013,8,29
CULEX RESTUANS,35, W 116TH ST,T158,2,0,41.682587,-87.707973,2013,8,29
CULEX RESTUANS,45, N CAMPBELL AVE,T220,1,0,41.963976,-87.69181,2013,8,29
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,30,1,41.964242,-87.757639,2013,8,29
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,41,1,42.008314,-87.777921,2013,8,29
CULEX PIPIENS,70, N MOSELL AVE,T008,10,0,42.008314,-87.777921,2013,8,29
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,3,0,41.991429,-87.747113,2013,8,29
CULEX PIPIENS,61, N LEMONT AVE,T012,15,0,41.991429,-87.747113,2013,8,29
CULEX RESTUANS,30, W 18TH ST,T043,1,0,41.857402,-87.694991,2013,8,29
CULEX PIPIENS,30, W 18TH ST,T043,2,0,41.857402,-87.694991,2013,8,29
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,7,0,41.868142,-87.696269,2013,8,29
CULEX PIPIENS,11, S CALIFORNIA,T047,1,0,41.868142,-87.696269,2013,8,29
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,63,0,41.923738,-87.785288,2013,8,29
CULEX PIPIENS,61, W FULLERTON AVE,T013,61,0,41.923738,-87.785288,2013,8,29
CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,4,0,42.010412,-87.66214,2013,8,29
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,47,0,41.89923,-87.716788,2013,8,29
CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,11,0,41.960616,-87.777189,2013,8,29
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,28,1,41.704336,-87.703736,2013,8,29
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,19,1,41.911824,-87.726737,2013,8,29
CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,4,0,41.800737,-87.71188,2013,8,29
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,7,0,41.778297,-87.752411,2013,8,29
CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,51,0,41.77166,-87.703047,2013,8,29
CULEX RESTUANS,22, W 69TH ST,T069,10,0,41.768388,-87.678649,2013,8,29
CULEX PIPIENS,10, E 67TH ST,T073,9,0,41.773215,-87.60088,2013,8,29
CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,8,0,41.822536,-87.666343,2013,8,29
CULEX PIPIENS,39, S ASHLAND AVE,T074,6,0,41.822536,-87.666343,2013,8,29
CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,3,0,41.778748,-87.586427,2013,8,29
CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,11,0,41.766202,-87.562889,2013,8,29
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,10,0,41.754676,-87.612922,2013,8,29
CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,35,0,41.803423,-87.642984,2013,8,29
CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,5,0,41.754292,-87.590773,2013,8,29
CULEX PIPIENS,52, S KOLMAR,T114,13,1,41.798697,-87.736812,2013,8,29
CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,11,0,41.776156,-87.778927,2013,8,29
CULEX PIPIENS,63, W 64TH ST,T155,3,1,41.776156,-87.778927,2013,8,29
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,6,0,41.82561,-87.726549,2013,8,29
